Artist,Listeners,Daily +/-,Peak,PkListeners
Ashe,"9,620,681","-30,153",516,"14,091,983"
S. Janaki,"9,603,716","-24,090",1153,"9,806,296"
The All-American Rejects,"9,602,521","-28,517",1052,"10,184,488"
Descemer Bueno,"9,577,988","-73,201",776,"12,960,468"
Casper Magico,"9,564,357","9,430",936,"9,564,357"
Caifanes,"9,563,337","-56,392",1147,"9,831,185"
Selena,"9,527,692","49,860",899,"10,536,136"
Powfu,"9,523,573","10,351",913,"9,966,417"
London Symphony Orchestra,"9,522,772","27,933",842,"11,208,736"
La Bouche,"9,521,619","-57,109",645,"13,267,972"
Simon & Garfunkel,"9,517,653","-5,861",488,"16,424,922"
iann dior,"9,506,978","-11,777",438,"14,436,905"
Jax Jones,"9,502,776","-23,667",354,"17,202,952"
Mustafa Zahid,"9,502,119","-42,135",963,"11,187,558"
Max McNown,"9,489,106","-28,954",973,"10,907,507"
Meet Bros.,"9,472,086","1,063",1115,"9,472,086"
The Calling,"9,471,805","-27,715",1141,"9,730,163"
Jon Z,"9,468,791","24,149",1046,"9,468,791"
Sky Rompiendo,"9,468,191","-28,868",403,"16,344,563"
Hansika Pareek,"9,466,656","4,074",839,"12,429,407"
Danilo e Davi,"9,466,013","-14,458",1110,"9,959,172"
Gerardo Ortiz,"9,462,816","21,456",888,"9,514,068"
Chance Peña,"9,462,719","15,788",564,"14,147,981"
Ghost,"9,454,616","11,756",778,"10,413,273"
KAYTRANADA,"9,454,322","-33,242",894,"10,305,443"
OMI,"9,446,256","3,261",669,"13,042,332"
Ryan Lewis,"9,443,951","-7,090",181,"27,624,928"
¥$,"9,437,707","7,754",106,"34,770,239"
Victor Valverde,"9,434,179","-2,933",824,"11,817,587"
John Travolta,"9,416,311","-2,319",688,"13,226,920"
Waka Flocka Flame,"9,413,272","140,596",874,"12,085,949"
Thalia,"9,413,205","19,906",699,"10,518,720"
Caralisa Monteiro,"9,408,525","-30,372",695,"10,073,438"
MC Jvila,"9,407,283","7,347",1196,"9,407,283"
Bazzi,"9,402,360","7,870",428,"14,609,192"
Kungs,"9,394,441","-11,788",401,"16,546,336"
James Bay,"9,384,084",562,571,"12,803,948"
NAV,"9,381,435","-13,575",203,"24,009,796"
24kGoldn,"9,365,152","-21,452",393,"15,117,675"
Ricky Montgomery,"9,359,725","12,171",1010,"10,000,931"
Stormzy,"9,357,322",-579,690,"12,387,299"
Mc Negão Original,"9,355,015","8,800",1049,"10,228,206"
Simple Plan,"9,352,267","4,172",886,"11,590,905"
Leona Lewis,"9,351,067","8,747",295,"23,234,916"
Owl City,"9,350,358","-3,707",753,"10,725,335"
James Blake,"9,348,498","159,506",582,"12,512,105"
Jazzy,"9,344,296","-31,776",812,"12,634,905"
Carrie Underwood,"9,341,104","5,966",663,"11,844,710"
Mau y Ricky,"9,337,299","-16,056",489,"12,943,019"
Alisha Chinai,"9,335,805","2,783",1104,"9,419,562"
The Red Clay Strays,"9,333,339","-3,357",1235,"9,346,159"
Chris Lake,"9,332,272","-33,376",815,"11,248,545"
Yng Lvcas,"9,316,818","-22,573",101,"32,431,402"
Kany García,"9,297,797",509,600,"13,949,342"
L7NNON,"9,292,286",249,583,"12,086,026"
Mustard,"9,290,537","-27,670",477,"16,679,943"
John Denver,"9,287,212","-37,656",600,"13,363,125"
Shinda Kahlon,"9,282,348","1,413",770,"10,540,796"
Matt Sassari,"9,275,856","-6,551",722,"12,242,661"
Lily Allen,"9,275,513","347,756",840,"11,512,801"
Luny Tunes,"9,273,810","5,085",1152,"9,273,810"
Beach Weather,"9,272,761","28,697",597,"13,538,779"
Clayton & Romário,"9,267,067","-46,918",1130,"9,962,911"
BUNT.,"9,265,510","-74,033",966,"11,027,449"
Mc Lele JP,"9,262,503","110,788",1256,"9,262,503"
December Avenue,"9,261,027","38,158",1219,"9,384,898"
2 Chainz,"9,251,218","-7,472",518,"13,825,486"
Mariah the Scientist,"9,248,866","-37,805",1205,"9,501,527"
Pet Shop Boys,"9,238,829","23,261",1260,"9,238,829"
Majid Jordan,"9,236,651","-50,922",934,"9,805,543"
João Gomes,"9,226,142","22,001",791,"11,130,158"
Yusuf / Cat Stevens,"9,221,332","-28,560",722,"11,465,268"
Louis Armstrong,"9,219,154","23,742",331,"20,774,856"
Kidd Voodoo,"9,203,478","-2,006",1028,"10,512,052"
Connor Price,"9,196,514","-30,122",908,"10,348,248"
INXS,"9,189,570","-9,526",798,"10,326,929"
Ke Personajes,"9,188,715","-28,623",595,"13,811,908"
Ricardo Arjona,"9,187,556","-8,623",838,"9,785,219"
MixSingh,"9,187,411","54,823",1000,"10,504,678"
Jessie Reyez,"9,175,135","-3,811",241,"21,763,207"
Tkandz,"9,170,123","130,469",1272,"9,170,123"
Naykilla,"9,157,895","-13,002",1117,"9,497,921"
Oliver Tree,"9,154,338","-11,726",85,"33,995,315"
Siddharth - Garima,"9,141,044","-54,137",549,"14,517,947"
The Temptations,"9,140,880","-20,758",631,"13,625,814"
Rockwell,"9,136,080","305,524",833,"11,392,408"
Gregory Alan Isakov,"9,127,807","9,810",1236,"9,127,807"
DJ Asul,"9,117,061","74,126",1279,"9,117,061"
Alex G,"9,108,040","-31,521",978,"10,156,874"
Air Supply,"9,106,818","-2,714",1161,"9,584,116"
CXSPER,"9,094,457","136,028",1282,"9,094,457"
Prashant Pandey,"9,094,263","22,252",764,"11,660,260"
Mc Davi,"9,093,863","-20,774",620,"13,937,826"
Jungle,"9,075,518","-4,420",544,"14,773,883"
Naresh Kamath,"9,073,701","10,729",1218,"9,320,212"
Ícaro e Gilmar,"9,073,076","12,651",1286,"9,073,076"
Jarabe De Palo,"9,060,383","-7,609",848,"11,288,754"
Guilherme & Benuto,"9,056,206","-12,676",525,"14,877,807"
BL3SS,"9,051,728","16,060",879,"11,028,027"
Marino,"9,041,453","-41,341",1188,"9,462,293"
The Rare Occasions,"9,040,147","-9,833",1280,"9,115,001"
Bleachers,"9,034,056","5,956",633,"14,449,206"
Jordan Davis,"9,024,603","-12,939",689,"11,670,670"
Paresh Kamath,"9,024,356","7,828",1226,"9,280,971"
Tim McGraw,"9,024,031","-10,941",590,"14,643,751"
Rocío Dúrcal,"9,021,733","50,159",1137,"9,021,733"
Mark Ambor,"9,021,725","-27,204",134,"35,210,214"
Dhvani Bhanushali,"9,021,238","8,406",665,"11,726,344"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
